Tattag;Tatzeit/Uhrzeit;Tatort 2;Tbnr1; Geldbuße 
12.03.2014;1642;Rheinberger Straße 104, Fünderich;141166; 20,00 € 
12.03.2014;1645;Rheinberger Straße 104, Fünderich;141166; 20,00 € 
12.03.2014;1720;Grillparzerweg ggü. Haus-Nr. 5;142103; 10,00 € 
12.03.2014;1725;Grillparzerweg ggü. Haus-Nr. 41;142103; 10,00 € 
12.03.2014;1730;Lessingstraße 7;112402; 20,00 € 
12.03.2014;1733;Lessingstraße 9;112402; 20,00 € 
12.03.2014;1734;Lessingstraße 25;112402; 20,00 € 
12.03.2014;1801;Heinestraße 3;112042; 15,00 € 
12.03.2014;1805;Am Mönk 12;329119; 25,00 € 
12.03.2014;1811;Kamper Straße ggü. Haus-Nr. 202;112042; 15,00 € 
12.03.2014;1817;Lauffstraße, Ecke Freiligrathstr.;112402; -   € 
12.03.2014;1828;Pferdsweide ggü. Haus-Nr. 30, Zeichen 1052-37;141312; 15,00 € 
12.03.2014;1837;Dr.-Berns-Straße ggü. Haus-Nr. 6b;112398; 20,00 € 
12.03.2014;1843;Dr.-Berns-Straße ggü. Haus-Nr. 16;112398; 20,00 € 
12.03.2014;1851;Dr.-Berns-Straße 41;112402; 20,00 € 
12.03.2014;1906;Oberwallstraße / B 2;112402; 20,00 € 
12.03.2014;952;Wilhelm-Schroeder-Straße / C2, Pakplatz;113140; 10,00 € 
12.03.2014;1008;Landwehrstraße / C1 in Höhe von Haus-Nr. 28b;113240; 10,00 € 
12.03.2014;1012;Greef Straße in Höhe von Haus-Nr. 2;113240; 10,00 € 
12.03.2014;1202;Feldstraße / C1 in Höhe von Haus-Nr. 48;113242; 20,00 € 
12.03.2014;1024;Feldstraße / C1 in Höhe von Haus-Nr. 11;141118; 15,00 € 
12.03.2014;1027;Feldstraße / C1 in Höhe von Haus-Nr. 22;141118; 15,00 € 
12.03.2014;1050;Homberger Straße / C1 in Höhe von Haus-Nr. 90;113120; 10,00 € 
12.03.2014;1054;Homberger Straße / C1 in Höhe von Haus-Nr. 68;113120; 10,00 € 
12.03.2014;1058;Essenberger Straße / C1, Parkplatz;113121; 15,00 € 
12.03.2014;1102;Otto-Hue-Straße / C1 ggü. Haus-Nr. 2c;113120; 10,00 € 
12.03.2014;1105;Otto-Hue-Straße / C1 ggü. Haus-Nr. 4d;113120; 10,00 € 
12.03.2014;1109;Otto-Hue-Straße / C1 ggü. Haus-Nr. 4d;113121; 15,00 € 
12.03.2014;1111;Otto-Hue-Straße / C1 ggü. Haus-Nr. 6;113120; 10,00 € 
12.03.2014;1126;Friedrich-Ebert-Platz / De, Parkplatz;113140; 10,00 € 
12.03.2014;1132;Friedrich-Ebert-Platz / De, Parkplatz;113140; 10,00 € 
12.03.2014;1134;Friedrich-Ebert-Platz / De, Parkplatz;113140; 10,00 € 
12.03.2014;1139;Homberger Straße / C1 in Höhe von Haus-Nr. 90;113140; 10,00 € 
12.03.2014;1156;Feldstraße / C1 in Höhe von Haus-Nr. 22;329113; 15,00 € 
12.03.2014;1208;Greefstraße in Höhe von Haus-Nr. 4d;113240; 10,00 € 
12.03.2014;1210;Greefstraße in Höhe von Haus-Nr. 4;141324; 25,00 € 
13.03.2014;1418;Neumarkt / A, Parkplatz;113120; 10,00 € 
13.03.2014;1419;Neumarkt / A;113121; 15,00 € 
13.03.2014;1421;Neumarkt / A, Parkplatz;113140; 15,00 € 
13.03.2014;1423;Neumarkt / A, Parkplatz;113140; 10,00 € 
13.03.2014;1425;Neumarkt / A, Parkplatz;113140; 10,00 € 
13.03.2014;1429;Neumarkt / A, Parkplatz;113120; 10,00 € 
13.03.2014;1441;Neumarkt / A, Parkplatz;113120; 10,00 € 
13.03.2014;1443;Neumarkt / A, Parkplatz;113122; 20,00 € 
13.03.2014;1445;Neumarkt / A, Parkplatz;113121; 15,00 € 
13.03.2014;1455;Hanckwitzstraße / B, Parkplatz;113120; 10,00 € 
13.03.2014;1459;Hanckwitzstraße / B, Parkplatz;113140; 10,00 € 
13.03.2014;1500;Hanckwitzstraße / B, Parkplatz;113120; 10,00 € 
13.03.2014;1502;Hanckwitzstraße / B, Parkplatz;113140; 10,00 € 
13.03.2014;1503;Hanckwitzstraße / B, Parkplatz;113120; 10,00 € 
13.03.2014;1506;Haagstraße / B in Höhe von Haus-Nr. 14;141312; -   € 
13.03.2014;1516;Haagstraße / B in Höhe von Haus-Nr. 1;113120; 10,00 € 
13.03.2014;1529;Kautzstraße / B, Parkplatz;113140; 10,00 € 
13.03.2014;1534;Hopfenstraße in Höhe von Haus-Nr. 8;141312; 15,00 € 
13.03.2014;1240;Neumarkt / A in Höhe von Haus-Nr. 15/17;141106; 30,00 € 
13.03.2014;1854;Birnenstraße 11;112402; 20,00 € 
13.03.2014;829;Rüsterweg ggü. Haus-Nr. 86;142103; 10,00 € 
13.03.2014;842;Reinhold-Büttner-Straße 25Wendeham;112063; 25,00 € 
13.03.2014;844;Reinhold-Büttner-Straße in Höhe von Haus-Nr. 25;141352; 15,00 € 
13.03.2014;846;Reinhold-Büttner-Straße, Wendehammer;112042; 15,00 € 
13.03.2014;850;Reinhold-Büttner-Straße ggü. Haus-Nr. 5;112413; 25,00 € 
13.03.2014;852;Reinhold-Büttner-Straße in Höhe von Haus-Nr. 2a;112042; 35,00 € 
13.03.2014;856;Reinhold-Büttner-Straße in Höhe von Haus-Nr. 11;112042; 15,00 € 
13.03.2014;907;An der Sandkull in Höhe von Haus-Nr. 102;112402; 20,00 € 
13.03.2014;913;Markt, Parkplatz;113300; 10,00 € 
13.03.2014;914;Markt, Parkplatz;113300; 10,00 € 
13.03.2014;916;Markt, Parkplatz;113300; 10,00 € 
13.03.2014;918;Markt, Parkplatz;113300; 10,00 € 
13.03.2014;919;Markt, Parkplatz;113300; 10,00 € 
13.03.2014;923;Markt, Parkplatz;113300; 10,00 € 
13.03.2014;1012;Kaiserstraße in Höhe von Haus-Nr. 23;112402; 20,00 € 
13.03.2014;1014;Kaiserstraße in Höhe von Haus-Nr. 23;112372; 10,00 € 
13.03.2014;1017;Humboldtstraße ggü. Haus-Nr. 22;141342; 15,00 € 
13.03.2014;1617;Wilhelm-Schroeder-Straße / C2, Pakplatz;113140; 10,00 € 
13.03.2014;1620;Wilhelm-Schroeder-Straße / C2, Pakplatz;113140; 10,00 € 
13.03.2014;1623;Wilhelm-Schroeder-Straße / C2, Pakplatz;113120; 10,00 € 
13.03.2014;1625;Wilhelm-Schroeder-Straße / C2, Pakplatz;113140; 10,00 € 
13.03.2014;1626;Wilhelm-Schroeder-Straße / C2, Pakplatz;113140; 10,00 € 
13.03.2014;1629;Wilhelm-Schroeder-Straße / C2, Pakplatz;113120; 10,00 € 
13.03.2014;1636;Unterwallstraße in Höhe von Haus-Nr. 44;141101; 30,00 € 
13.03.2014;914;Dr.-Hermann-Bähr-Straße in Höhe von Haus-Nr. 3;112402; 20,00 € 
13.03.2014;920;Oberwallstraße / B ggü. Haus-Nr. 15/17;113140; 10,00 € 
13.03.2014;926;Neuer Wall, 0beres Parkdeck;142278; 35,00 € 
13.03.2014;932;Ostring / C2 ggü. Haus-Nr. 9;113140; 10,00 € 
13.03.2014;936;Ostring / C2 ggü. Haus-Nr. 6;113140; 10,00 € 
13.03.2014;941;Landwehrstraße / C1 in Höhe von Haus-Nr. 7;141422; 10,00 € 
13.03.2014;944;Landwehrstraße / C1 in Höhe von Haus-Nr. 3;142278; 35,00 € 
13.03.2014;951;Bankstraße / C1 ggü. Haus-Nr. 47, Ecke Landwehrstrasse;141312; 15,00 € 
13.03.2014;955;Bankstraße / C1 ggü. Haus-Nr. 47;141312; 15,00 € 
13.03.2014;1005;Feldstraße / C1 in Höhe von Haus-Nr. 9;113140; 10,00 € 
13.03.2014;1007;Feldstraße / C1 in Höhe von Haus-Nr. 9;113140; 10,00 € 
13.03.2014;1025;Otto-Hue-Straße / C1 ggü. Haus-Nr. 2b;113122; 20,00 € 
13.03.2014;1029;Otto-Hue-Straße / C1 ggü. Haus-Nr. 4a;113120; 10,00 € 
13.03.2014;1032;Otto-Hue-Straße / C1 ggü. Haus-Nr. 6;113140; 10,00 € 
13.03.2014;1115;Hopfenstraße in Höhe von Haus-Nr. 24;141118; 15,00 € 
13.03.2014;1121;Hopfenstraße in Höhe von Haus-Nr. 13;141118; 15,00 € 
13.03.2014;1128;Kautzstraße / B, Parkplatz;113140; 10,00 € 
13.03.2014;1146;Meerstraße / B, Schotterplatz;113140; -   € 
13.03.2014;1154;Meerstraße / B, Schotterplatz;113120; 10,00 € 
13.03.2014;1200;Steinstraße in Höhe von Haus-Nr. 1;141106; 30,00 € 
13.03.2014;1204;Neumarkt / A in Höhe von Haus-Nr. 15/17;141106; 30,00 € 
13.03.2014;1211;Altmarkt ggü. Haus-Nr. 2;141106; 30,00 € 
13.03.2014;1213;Kirchstraße in Höhe von Haus-Nr.;141106; 30,00 € 
13.03.2014;1218;Steinstraße in Höhe von Haus-Nr. 26;141106; 30,00 € 
13.03.2014;1420;Neumarkt / A, Parkplatz;113123; 25,00 € 
13.03.2014;1615;Rheinberger Straße 104, Fünderich;141166; 20,00 € 
13.03.2014;1616;Rheinberger Straße 104, Fünderich;141166; 20,00 € 
13.03.2014;1832;Bethanienstraße ggü. Haus-Nr. 11;112404; 30,00 € 
13.03.2014;1834;Bethanienstraße ggü. Haus-Nr. 11;112404; 35,00 € 
13.03.2014;1536;Hopfenstraße in Höhe von Haus-Nr. 25;141118; 15,00 € 
13.03.2014;1540;Tersteegenstraße / C1 in Höhe von Haus-Nr. 13;141118; 15,00 € 
13.03.2014;1541;Tersteegenstraße / C1 in Höhe von Haus-Nr. 25;141118; 15,00 € 
13.03.2014;1544;Tersteegenstraße / C1, Ecke Goethe;113140; 10,00 € 
13.03.2014;1547;Tersteegenstraße / C1 in Höhe von Haus-Nr. 22;113140; 10,00 € 
13.03.2014;1555;Essenberger Straße / C1, Parkplatz;113120; 10,00 € 
13.03.2014;1557;Essenberger Straße / C1, Parkplatz;113140; 10,00 € 
13.03.2014;1600;Essenberger Straße / C1, Parkplatz;113120; 10,00 € 
13.03.2014;1602;Otto-Hue-Straße / C1 ggü. Haus-Nr. 4;113140; 10,00 € 
13.03.2014;1402;Nordring / C2, Parkplatz;113140; 10,00 € 
13.03.2014;1415;Neumarkt / A, Parkplatz;113140; 10,00 € 
13.03.2014;1649;Bismarckstraße 41;112042; 25,00 € 
13.03.2014;1836;Bethanienstraße 11;141322; 15,00 € 
13.03.2014;1018;Humboldtstraße ggü. Haus-Nr. 22;141342; 15,00 € 
13.03.2014;1531;Moselstraße in Höhe von Haus-Nr. 82;112402; 20,00 € 
13.03.2014;1525;Kautzstraße / B, Parkplatz;113120; 10,00 € 
13.03.2014;1658;Barbarastraße, Parkplatz;142262; 10,00 € 
13.03.2014;1621;Wilhelm-Schroeder-Straße / C2, Pakplatz;113124; 30,00 € 
13.03.2014;904;An der Sandkull in Höhe von Haus-Nr. 76;112042; 15,00 € 
13.03.2014;1552;Essenberger Straße / C1 ggü. Haus-Nr. 1;101060; 40,00 € 
13.03.2014;803;Roseggerstraße ggü. Haus-Nr. 13;112050; 10,00 € 
13.03.2014;1859;Hülsdonker Straße 3;141342; 15,00 € 
13.03.2014;745;Im Kämpken;112404; 30,00 € 
13.03.2014;1504;Josefstraße / C3 ggü. Haus-Nr. 29;113140; 10,00 € 
13.03.2014;1459;Josefstraße / C3 in Höhe von Haus-Nr. 22;113120; 10,00 € 
13.03.2014;1509;Josefstraße / C3 ggü. Haus-Nr. 29;113120; 10,00 € 
13.03.2014;1534;Moselstraße in Höhe von Haus-Nr. 80m;112402; 20,00 € 
13.03.2014;1826;Wittfeldstraße in Höhe von Haus-Nr. 18;141322; 15,00 € 
13.03.2014;1833;Bethanienstraße ggü. Haus-Nr. 11;112402; 20,00 € 
13.03.2014;1834;Bethanienstraße in Höhe von Haus-Nr. 11;141322; 15,00 € 
13.03.2014;1836;Bethanienstraße 11;141322; 15,00 € 
13.03.2014;1838;Bethanienstraße ggü. Haus-Nr. 3;141166; 20,00 € 
13.03.2014;1840;Bethanienstraße in Höhe von Haus-Nr. 8;141166; 20,00 € 
13.03.2014;1940;Klever Straße ggü. Haus-Nr., Krankenhaus;141314; 25,00 € 
13.03.2014;1857;Hülsdonker Straße in Höhe von Haus-Nr. 3;141342; 15,00 € 
13.03.2014;1910;Musenhof, Zufahrt Restaurant;112216; 35,00 € 
13.03.2014;1921;Wörthstraße in Höhe von Haus-Nr. 4;112403; 30,00 € 
13.03.2014;1922;Wörthstraße in Höhe von Haus-Nr. 2;142278; 35,00 € 
13.03.2014;1921;Wörthstraße ggü. Haus-Nr. 7;112402; 20,00 € 
13.03.2014;1921;Wörthstraße ggü. Haus-Nr. 7;112402; 20,00 € 
13.03.2014;1423;Antoniastraße ggü. Haus-Nr. 9;142104; 15,00 € 
13.03.2014;1437;Annastraße / C3 in Höhe von Haus-Nr. 21;113140; 10,00 € 
13.03.2014;1439;Annastraße / C3 in Höhe von Haus-Nr. 27;113140; 10,00 € 
13.03.2014;1449;Josefstraße / C3 in Höhe von Haus-Nr. 42;113140; 10,00 € 
13.03.2014;1451;Josefstraße / C3 in Höhe von Haus-Nr. 37;113120; 10,00 € 
13.03.2014;1453;Josefstraße / C3 in Höhe von Haus-Nr. 31;113140; 10,00 € 
13.03.2014;1455;Josefstraße / C3 ggü. Haus-Nr. 30;113140; 10,00 € 
13.03.2014;1456;Josefstraße / C3 in Höhe von Haus-Nr. 29;113140; 10,00 € 
13.03.2014;1042;Bendmannstraße in Höhe von Haus-Nr. 7;113300; 10,00 € 
13.03.2014;1046;Bendmannstraße ggü. Haus-Nr. 20b;112050; 10,00 € 
13.03.2014;1412;Konradstraße, Gegenüber Annastr.1;141312; 15,00 € 
13.03.2014;1655;Barbarastraße, Parkplatz;142262; 10,00 € 
13.03.2014;1720;Franz-Haniel-Straße ggü. Haus-Nr. 16e, Hornbach Ausfahrt;141313; 25,00 € 
13.03.2014;1728;Eichenstraße 161;112042; 15,00 € 
13.03.2014;1734;Bergahornstraße ggü. Haus-Nr. 6;329119; 25,00 € 
13.03.2014;1740;Eichenstraße 95;112042; 15,00 € 
13.03.2014;1804;Hirtenweg in Höhe von Haus-Nr. 2;141412; 10,00 € 
13.03.2014;1819;Elly-Heuss-Knapp-Weg neben Haus-Nr. 1;142103; 10,00 € 
13.03.2014;1821;Elly-Heuss-Knapp-Weg neben Haus-Nr. 1;142103; 10,00 € 
13.03.2014;1825;Nikolaus-Groß-Straße ggü. Haus-Nr. 45;142103; 10,00 € 
13.03.2014;1833;Stormstraße ggü. Haus-Nr. 49;329119; 25,00 € 
13.03.2014;1859;Am Viegenhof 32, Giebel;142103; 10,00 € 
13.03.2014;1901;Am Viegenhof neben Haus-Nr. 30, Giebel;142103; 10,00 € 
13.03.2014;1906;Am Viegenhof neben Haus-Nr. 30, Giebel;142103; 10,00 € 
13.03.2014;1908;Am Viegenhof neben Haus-Nr. 30, Giebel;142103; 10,00 € 
13.03.2014;1910;Am Viegenhof neben Haus-Nr. 30, Giebel;142103; 10,00 € 
13.03.2014;1916;Latenweg 5;142103; 10,00 € 
13.03.2014;1918;Wedenhofstraße ggü. Haus-Nr. 32;142103; 10,00 € 
13.03.2014;1926;Friedenstraße ggü. Haus-Nr. 39, Wendehammer;141312; 15,00 € 
13.03.2014;1935;Kampstraße 8;112402; 20,00 € 
13.03.2014;810;Ulrich-von-Hutten-Straße, Ecke z.d.Häusern5-9;112403; 30,00 € 
13.03.2014;816;Oderstraße, Zufahrt 101-119;112102; 15,00 € 
13.03.2014;818;Oderstraße, Zufahrt 101-119;112103; 25,00 € 
13.03.2014;820;Oderstraße, Zufahrt 101-119;112103; 25,00 € 
13.03.2014;821;Oderstraße, Zufahrt 101-119;112103; 25,00 € 
14.03.2014;1125;Hanckwitzstraße / B, Parkplatz;113140; 10,00 € 
14.03.2014;1127;Hanckwitzstraße / B, Parkplatz;113122; 20,00 € 
14.03.2014;1130;Hanckwitzstraße / B, Parkplatz;113120; 10,00 € 
14.03.2014;1134;Kastell in Höhe von Haus-Nr. 11;113122; 20,00 € 
14.03.2014;1138;Kastell in Höhe von Haus-Nr. 11;113122; 10,00 € 
14.03.2014;1613;Rheinberger Straße in Höhe von Haus-Nr. 104, Fünderich;141166; 20,00 € 
14.03.2014;1617;Bethanienstraße ggü. Haus-Nr. 11;112402; 20,00 € 
14.03.2014;1621;Klever Straße, Niag;141312; 15,00 € 
14.03.2014;1636;Homberger Straße / C1 287;141312; 15,00 € 
14.03.2014;1215;Unterwallstraße in Höhe von Haus-Nr. 9;113282; 20,00 € 
14.03.2014;1220;Meerstraße / B ggü. Haus-Nr. 1;142278; 35,00 € 
14.03.2014;1259;Unterwallstraße in Höhe von Haus-Nr. 9;141101; 30,00 € 
14.03.2014;1322;Unterwallstraße in Höhe von Haus-Nr. 9;113280; 10,00 € 
14.03.2014;1328;Oberwallstraße / B in Höhe von Haus-Nr. 13;113140; 10,00 € 
14.03.2014;1340;Abteistraße;113223; 25,00 € 
14.03.2014;1359;Kautzstraße / B, Parkplatz;113121; 15,00 € 
14.03.2014;1403;Hopfenstraße in Höhe von Haus-Nr. 7;112262; 10,00 € 
14.03.2014;1409;Augustastraße / C1 ggü. Haus-Nr. 11;113140; 10,00 € 
14.03.2014;1425;Essenberger Straße / C1, Parkplatz;113140; 10,00 € 
14.03.2014;1428;Homberger Straße / C1, Vor Kreisverkehr;113140; 10,00 € 
14.03.2014;1509;Otto-Hue-Straße / C1 in Höhe von Haus-Nr. 8;113141; 15,00 € 
14.03.2014;1434;Friedrich-Ebert-Platz / De, Parkplatz;113140; 10,00 € 
14.03.2014;1438;Friedrich-Ebert-Platz / De, Parkplatz;113120; 10,00 € 
14.03.2014;1447;Homberger Straße / C1 in Höhe von Haus-Nr. 93;113282; 20,00 € 
14.03.2014;1456;Homberger Straße / C1 in Höhe von Haus-Nr. 76;113121; 15,00 € 
14.03.2014;1503;Homberger Straße / C1 in Höhe von Haus-Nr. 71;329113; 15,00 € 
14.03.2014;1507;Homberger Straße / C1 in Höhe von Haus-Nr. 68;113120; 10,00 € 
14.03.2014;1514;Weygoldstraße / C1 in Höhe von Haus-Nr. 7;113140; 10,00 € 
14.03.2014;1519;Julius-Genner-Straße in Höhe von Haus-Nr. 9;141118; 15,00 € 
14.03.2014;1520;Julius-Genner-Straße in Höhe von Haus-Nr. 7;141118; 15,00 € 
14.03.2014;1524;Wilhelm-Schroeder-Straße / C2, Pakplatz;113120; 10,00 € 
14.03.2014;1526;Wilhelm-Schroeder-Straße / C2, Pakplatz;113120; 10,00 € 
14.03.2014;1536;Neumarkt / A, Parkplatz;113140; 10,00 € 
14.03.2014;1544;Neumarkt / A, Parkplatz;113140; 10,00 € 
14.03.2014;1903;Bethanienstraße ggü. Haus-Nr. 11;112402; 20,00 € 
14.03.2014;1847;Gallierring 68;329119; 25,00 € 
14.03.2014;1515;Weygoldstraße / C1 in Höhe von Haus-Nr. 5;113140; 10,00 € 
14.03.2014;705;Greefstraße in Höhe von Haus-Nr. 2;141323; 25,00 € 
14.03.2014;1053;Bankstraße / C1 in Höhe von Haus-Nr. 47;112402; 20,00 € 
14.03.2014;1216;Hülsdonker Straße in Höhe von Haus-Nr. 3;141342; 15,00 € 
14.03.2014;924;Meerstraße / B, Schotterplatz;113140; 10,00 € 
14.03.2014;1726;Heinrichstraße in Höhe von Haus-Nr. 45;112402; 20,00 € 
14.03.2014;1735;Asberger Straße / C3 ggü. Haus-Nr. 52;142262; 10,00 € 
14.03.2014;1814;Akazienstraße 48;142103; 10,00 € 
14.03.2014;1817;Akazienstraße 103;142103; 10,00 € 
14.03.2014;1819;Mimosenweg ggü. Haus-Nr. 1;142103; 10,00 € 
14.03.2014;1822;Mimosenweg, Ecke Oleanderweg;142103; 10,00 € 
14.03.2014;1824;Oleanderweg 51;329113; 15,00 € 
14.03.2014;1827;Oleanderweg neben Haus-Nr. 51;142103; 10,00 € 
14.03.2014;1838;Friedenstraße ggü. Haus-Nr. 37, Wendehammer;141312; 15,00 € 
14.03.2014;1843;Merowingerstraße 41;112042; 15,00 € 
14.03.2014;1853;Friesenstraße 7;329113; 15,00 € 
14.03.2014;1858;Bethanienstraße ggü. Haus-Nr. 11;112402; 20,00 € 
14.03.2014;1900;Bethanienstraße ggü. Haus-Nr. 11;112402; 20,00 € 
14.03.2014;1910;Oberwallstraße / B 2;112402; 20,00 € 
14.03.2014;1958;Oberwallstraße / B 2;112403; 30,00 € 
14.03.2014;644;Homberger Straße / C1 in Höhe von Haus-Nr. 11;141106; 30,00 € 
14.03.2014;652;Neumarkt / A ggü. Haus-Nr., Parkplatz;112403; 30,00 € 
14.03.2014;808;Greefstraße in Höhe von Haus-Nr. 2;141325; 35,00 € 
14.03.2014;730;Birkenpaschhof ggü. Haus-Nr. 12;112403; 30,00 € 
14.03.2014;733;Birkenpaschhof neben Haus-Nr. 38;142104; 15,00 € 
14.03.2014;737;Thomas-Igl-Straße neben Haus-Nr. 24;142103; 10,00 € 
14.03.2014;743;Hülsdonker Straße in Höhe von Haus-Nr. 3;141342; 15,00 € 
14.03.2014;749;Landwehrstraße / C1, Schule;141311; 15,00 € 
14.03.2014;754;Landwehrstraße / C1 ggü. Haus-Nr., Schule;112051; 15,00 € 
14.03.2014;758;Landwehrstraße / C1 in Höhe von Haus-Nr., Schule;141310; 10,00 € 
14.03.2014;813;Greefstraße in Höhe von Haus-Nr. 2;141323; 25,00 € 
14.03.2014;815;Landwehrstraße / C1 ggü. Haus-Nr., Schule;141311; 15,00 € 
14.03.2014;928;Kurze Straße ggü. Haus-Nr., Garagenhof;112403; 30,00 € 
14.03.2014;958;Klever Straße ggü. Haus-Nr., Krankenhaus;141101; 30,00 € 
14.03.2014;1002;Bethanienstraße ggü. Haus-Nr. 11;112402; 25,00 € 
14.03.2014;1035;Oderstraße, Zufahrt 101-119;112403; 30,00 € 
14.03.2014;1040;Eicker Grund, Sparkasse;142278; 35,00 € 
14.03.2014;1042;Eicker Grund in Höhe von Haus-Nr. 72;141352; 15,00 € 
14.03.2014;1049;Erzgebirgsstraße in Höhe von Haus-Nr. 10;112403; 30,00 € 
14.03.2014;1109;Am Jungbornpark ggü. Haus-Nr. 171;141313; 25,00 € 
14.03.2014;1122;Stormstraße ggü. Haus-Nr. 87;112402; 20,00 € 
14.03.2014;1208;Hubertusstraße in Höhe von Haus-Nr. 24;141166; 20,00 € 
14.03.2014;1210;Hubertusstraße 24;141166; 20,00 € 
14.03.2014;1211;Hubertusstraße 24;141166; 20,00 € 
14.03.2014;1643;Eichenstraße 89;329113; 15,00 € 
14.03.2014;1656;Leissstraße ggü. Haus-Nr. 10;112402; 20,00 € 
14.03.2014;1703;Alsenstraße 13m;112042; 15,00 € 
14.03.2014;1717;Heinrichstraße 31a;329610; 40,00 € 
14.03.2014;1723;Am Geldermannshof 29;329113; 15,00 € 
14.03.2014;903;Unterwallstraße in Höhe von Haus-Nr. 9, RATHAUS;142263; 15,00 € 
14.03.2014;927;Meerstraße / B, Schotterplatz;113140; 10,00 € 
14.03.2014;931;Meerstraße / B, Parkplatz;113140; 10,00 € 
14.03.2014;934;Meerstraße / B, Parkplatz;113140; 10,00 € 
14.03.2014;946;Haagstraße / B in Höhe von Haus-Nr. 1;112402; 20,00 € 
14.03.2014;949;Hanckwitzstraße / B in Höhe von Haus-Nr., Ecke Haagstrasse;141412; 10,00 € 
14.03.2014;958;Hanckwitzstraße / B, Parkplatz;113140; 10,00 € 
14.03.2014;1005;Hanckwitzstraße / B, Parkplatz;113140; 10,00 € 
14.03.2014;1008;Hanckwitzstraße / B, Parkplatz;113140; 10,00 € 
14.03.2014;1012;Haagstraße / B in Höhe von Haus-Nr. 1;142278; 35,00 € 
14.03.2014;1019;Steinstraße in Höhe von Haus-Nr. 34;141106; 30,00 € 
14.03.2014;1021;Oberwallstraße / B in Höhe von Haus-Nr., Ecke Steinstrasse;141106; 30,00 € 
14.03.2014;1046;Weygoldstraße / C1 in Höhe von Haus-Nr. 6;113140; 10,00 € 
14.03.2014;1110;Haagstraße / B in Höhe von Haus-Nr. 1;112402; 20,00 € 
15.03.2014;947;Neumarkt / A, Parkplatz;113140; 10,00 € 
15.03.2014;1239;Weygoldstraße / C1 in Höhe von Haus-Nr. 5;113140; 10,00 € 
15.03.2014;1039;Kautzstraße / B, Parkplatz;113121; 15,00 € 
15.03.2014;1047;Hopfenstraße in Höhe von Haus-Nr. 8;141312; 15,00 € 
15.03.2014;1056;Goethestraße / C1 in Höhe von Haus-Nr. 3;113140; 10,00 € 
15.03.2014;1058;Goethestraße / C1 in Höhe von Haus-Nr. 3;113140; 10,00 € 
15.03.2014;1101;Essenberger Straße / C1, Parkplatz;113140; 10,00 € 
15.03.2014;1104;Homberger Straße / C1 ggü. Haus-Nr. 68;141382; 15,00 € 
15.03.2014;1114;Homberger Straße / C1 in Höhe von Haus-Nr. 69;113140; 10,00 € 
15.03.2014;1147;Otto-Hue-Straße / C1 ggü. Haus-Nr. 2;113120; 10,00 € 
15.03.2014;1159;Otto-Hue-Straße / C1 ggü. Haus-Nr. 4;113140; 10,00 € 
15.03.2014;1235;Bankstraße / C1 ggü. Haus-Nr. 47;113140; 10,00 € 
15.03.2014;1241;Weygoldstraße / C1 ggü. Haus-Nr. 3, Schräg gegenüber 3;112042; 15,00 € 
15.03.2014;1257;Oberwallstraße / B ggü. Haus-Nr. 25;142278; 35,00 € 
15.03.2014;1306;Unterwallstraße in Höhe von Haus-Nr. 9;113300; 10,00 € 
15.03.2014;1308;Unterwallstraße in Höhe von Haus-Nr. 9;113300; 10,00 € 
15.03.2014;942;Neumarkt / A, Parkplatz;113140; 10,00 € 
15.03.2014;944;Neumarkt / A, Parkplatz;113140; 10,00 € 
15.03.2014;945;Neumarkt / A, Parkplatz;113140; 10,00 € 
15.03.2014;951;Neumarkt / A, Parkplatz;113140; 10,00 € 
15.03.2014;1013;Haagstraße / B ggü. Haus-Nr. 26;113280; 10,00 € 
15.03.2014;1016;Haagstraße / B ggü. Haus-Nr. 26;113300; 10,00 € 
15.03.2014;1019;Haagstraße / B in Höhe von Haus-Nr. 7;113140; 10,00 € 
15.03.2014;1021;Hanckwitzstraße / B, Parkplatz;113140; 10,00 € 
15.03.2014;1030;Hanns-Albeck-Platz ggü. Haus-Nr. 4;142103; 10,00 € 
15.03.2014;1032;Hanns-Albeck-Platz ggü. Haus-Nr. 2;113300; 10,00 € 
15.03.2014;1037;Kautzstraße / B, Parkplatz;113140; 10,00 € 
16.03.2014;1500;Im Kämpken;112403; 30,00 € 
17.03.2014;1638;Neumarkt / A, Parkplatz;113140; 10,00 € 
17.03.2014;1639;Neumarkt / A, Parkplatz;113140; 10,00 € 
17.03.2014;1641;Neumarkt / A, Parkplatz;113122; 20,00 € 
17.03.2014;1643;Neumarkt / A, Parkplatz;113120; 15,00 € 
17.03.2014;1241;Neumarkt / A, Parkplatz;113140; 10,00 € 
17.03.2014;1245;Neumarkt / A, Parkplatz;113122; 20,00 € 
17.03.2014;1247;Neumarkt / A, Parkplatz;113121; 15,00 € 
17.03.2014;1252;Neumarkt / A, Parkplatz;113121; 15,00 € 
17.03.2014;1253;Neumarkt / A, Parkplatz;113120; 10,00 € 
17.03.2014;1256;Neumarkt / A, Parkplatz;113120; 10,00 € 
17.03.2014;1257;Neumarkt / A, Parkplatz;113120; 10,00 € 
17.03.2014;1343;Oberwallstraße / B in Höhe von Haus-Nr. 11;113122; 20,00 € 
17.03.2014;1353;Ostring / C2 ggü. Haus-Nr. 7;113140; 10,00 € 
17.03.2014;1357;Ostring / C2 ggü. Haus-Nr. 11;113140; 10,00 € 
